Number,Wages,Education,Age,Gender
2429,20.8,12,43,Male
2430,23.04,15,43,Male
2431,17.5,12,31,Male
2432,18.64,14,45,Male
2433,19.58,16.2,24,Male
2434,14.87,15,43,Female
2435,17.07,12,51,Male
2436,10.23,12,43,Male
2437,30.72,12,30,Male
2438,6.86,12,18,Male
2439,16.14,12,26,Male
2440,23.07,17,44,Female
2441,14,15,43,Female
2442,28.06,13.5,38,Male
2443,14.15,12,25,Male
2444,42.5,11,35,Female
2445,6.31,14,19,Male
2446,16.8,14.5,37,Male
2447,6.82,16,29,Female
2448,25.44,14.5,56,Male
2449,26.11,17,39,Female
2450,5.27,17,22,Female
2451,23.16,14,32,Female
2452,14,10.5,26,Female
2453,18,16.1,46,Male
2454,18,18.2,28,Female
2455,9.04,14,51,Female
2456,5.77,14.3,19,Female
2457,23,17,64,Female
2458,26.4,19,30,Female
2459,9.5,12,33,Male
2460,30.69,14,56,Female
2461,22.33,11.3,30,Male
2462,18.46,12,31,Male
2463,25.8,10,37,Male
2464,19.62,12.5,36,Female
2465,6.75,12,23,Male
2466,8.49,12,22,Female
2467,10.36,12,43,Female
2468,9.3,13.5,44,Female
2469,15,13,33,Male
2470,15.36,10.6,60,Male
2471,11,11,39,Female
2472,13.51,15.1,40,Male
2473,7.02,14.1,20,Male
2474,12.5,15.5,24,Female
2475,10.72,10,42,Female
2476,6.25,10,16,Female
2477,9,12.5,35,Male
2478,30.82,16,54,Female
2479,18.96,17,29,Female
2480,14.4,12.8,39,Female
2481,26.99,10,36,Male
2482,15,4,53,Male
2483,22.08,20,45,Male
2484,9,12,19,Male
2485,12.8,17,55,Female
2486,13.44,14,36,Female
2487,10.45,14.8,59,Female
2488,10.75,12,32,Male
2489,14.13,13,32,Male
2490,14.75,12,32,Female
2491,6.7,8,38,Female
2492,14.85,15.5,36,Female
2493,24.9,16.9,33,Male
2494,12.85,12,33,Male
2495,15,13,25,Female
2496,8,14,28,Female
2497,19,9,54,Female
2498,16,12.5,35,Male
2499,7,13,20,Male
2500,24,18,30,Male
2501,12.47,13.5,48,Female
2502,6.94,17,23,Female
2503,8.5,13.5,57,Female
2504,22.53,16,42,Male
2505,25.6,13,32,Male
2506,9.54,14.1,60,Female
2507,4.53,14.3,26,Female
2508,14.4,16.3,33,Male
2509,31.2,14,57,Female
2510,15.05,15.6,33,Female
2511,15.36,18,25,Male
2512,16,13,43,Female
2513,3.9,14.5,21,Male
2514,8.17,12,42,Female
2515,25.7,16,35,Female
2516,9.33,11,17,Male
2517,17.3,12,24,Male
2518,3.84,14,28,Female
2519,13.79,14,25,Male
2520,12,9,52,Male
2521,10.32,8.8,46,Female
2522,6.9,10,16,Female
2523,13.4,17,22,Female
2524,12,12.5,23,Male
2525,21.5,14,53,Female
2526,5.64,12.5,21,Male
2527,7,14,54,Female
2528,9.5,12,45,Female
2529,24,12,40,Male
2530,6.87,13,20,Female
2531,28.76,13,59,Male
2532,7.5,12,21,Female
2533,9.9,12,20,Female
2534,6.68,10,44,Female
2535,15.36,12.5,58,Female
2536,25,13.5,47,Male
2537,23.1,18,34,Male
2538,19.2,20,42,Female
2539,14,12,36,Male
2540,18.64,12.5,50,Female
2541,25,12,40,Male
2542,16.25,9,35,Male
2543,18.12,15,35,Female
2544,25.34,16,31,Male
2545,14.85,12,39,Female
2546,14.63,18,63,Male
2547,9,14,21,Male
2548,6.5,15.5,20,Female
2549,6.75,13.7,18,Female
2550,11.17,14,32,Female
2551,6.5,10,17,Female
2552,42.88,20,41,Female
2553,16.3,12,39,Male
2554,18.2,12,35,Male
2555,15.33,20,26,Male
2556,21.88,12.5,38,Female
2557,21.5,11,42,Female
2558,17.01,12,44,Female
2559,14.51,14,35,Female
2560,22.4,12.3,35,Male
2561,11.86,16,23,Female
2562,7.5,12,25,Female
2563,20,16,35,Female
2564,10.08,11,28,Female
2565,10,13,48,Female
2566,18.02,14,45,Male
2567,16.58,12,34,Female
2568,7.18,11,17,Male
2569,14.95,10.5,54,Male
2570,19.18,18,30,Male
2571,8,12.1,20,Male
2572,17.72,12,32,Female
2573,11.44,12,20,Male
2574,7,13,50,Female
2575,21.94,20,56,Female
2576,8.14,8,28,Male
2577,12,13.5,39,Female
2578,23.5,16,25,Male
2579,11.85,11.3,23,Male
2580,24.4,18,45,Male
2581,14.61,12,44,Female
2582,8.65,12.1,27,Female
2583,13.82,11,40,Female
2584,10.96,10.5,41,Female
2585,9.5,9,24,Female
2586,16.53,12.5,45,Female
2587,11.11,12,37,Male
2588,24.93,16,49,Female
2589,26.4,15,38,Male
2590,32.91,14,35,Male
2591,7.35,10,52,Female
2592,11.5,11,29,Female
2593,15,18,22,Female
2594,22.65,8,52,Male
2595,28.8,14,57,Male
2596,6.89,16.1,40,Female
2597,15.83,17,25,Male
2598,24.54,8.2,58,Male
2599,22.02,13.5,34,Female
2600,22.02,12,61,Male
2601,9,14,48,Male
2602,9.85,12,35,Male
2603,9.06,12,18,Female
2604,13.33,12,28,Male
2605,23.04,13,30,Male
2606,9.49,13,20,Male
2607,24,17,60,Female
2608,35.66,17,52,Male
2609,12,16.5,23,Female
2610,16.8,8,56,Male
2611,7.1,11,17,Female
2612,6.05,15.5,22,Female
2613,12,10,32,Female
2614,38.4,15,42,Female
2615,24.59,14.1,41,Female
2616,24.44,13.3,37,Female
2617,10.84,16.6,22,Male
2618,12.5,11.5,23,Male
2619,16.46,12,58,Female
2620,18.24,14,44,Male
2621,12.53,12,43,Female
2622,7.67,8,60,Female
2623,13.2,12,61,Female
2624,10.24,10,63,Female
2625,21,13,49,Male
2626,8.7,10.6,29,Female
2627,17.23,12.5,52,Female
2628,7.75,13.6,20,Male
2629,24.06,17,40,Male
2630,7.62,12.1,18,Female
2631,6.7,11,17,Male
2632,30.17,15,41,Male
2633,29.6,14,32,Male
2634,3.82,11,17,Male
2635,7.63,11,17,Female
2636,42.61,16,41,Male
2637,16.79,12,34,Female
2638,6.2,10,16,Female
2639,7,16,23,Female
2640,17.4,10,47,Female
2641,7,12,18,Female
2642,8.5,12,31,Female
2643,22.66,16,26,Male
2644,10,10,35,Male
2645,18.68,13,40,Female
2646,23.04,13,43,Male
2647,6.7,14.6,47,Female
2648,9.61,10.1,23,Female
2649,11.64,14,20,Female
2650,26,18,33,Male
2651,15,12,39,Female
2652,29.95,20,56,Male
2653,6.7,9.4,17,Female
2654,6.8,15,26,Male
2655,15.3,14,26,Female
2656,8,11,44,Female
2657,10,8,44,Female
2658,6.42,14,20,Female
2659,30.31,17.5,43,Male
2660,12,10,43,Female
2661,18,12,31,Female
2662,13,12,33,Male
2663,7,12,26,Male
2664,6.65,11,18,Female
2665,17.41,16,38,Female
2666,10.16,15,35,Female
2667,21.66,13.2,28,Male
2668,9.85,16,39,Female
2669,13.45,10,44,Female
2670,14.53,12,28,Male
2671,17.66,14,50,Female
2672,26.4,15,38,Female
2673,6.42,13.3,19,Female
2674,24.96,12,42,Male
2675,23.04,12,52,Male
2676,13.92,12,56,Female
2677,13.75,10,48,Male
2678,12.15,13,46,Female
2679,8.37,11,22,Female
2680,21.6,15.8,40,Male
2681,16.1,13,29,Male
2682,35.09,4,51,Male
2683,28.8,16,36,Female
2684,38.4,17,37,Female
2685,17.33,15,55,Female
2686,7.7,16,21,Male
2687,18.02,10,40,Male
2688,32.03,15,41,Female
2689,6.59,13,19,Female
2690,11.2,16,32,Male
2691,14.8,15.7,42,Female
2692,14,11,62,Female
2693,23.34,13,44,Male
2694,8.87,14.5,51,Male
2695,21.67,14,27,Male
2696,14.27,12,50,Female
2697,18.02,14.2,34,Female
2698,5.92,10,55,Female
2699,12.66,12.5,50,Male
2700,7.25,0,43,Female
2701,13.75,13.3,35,Female
2702,10.78,11,46,Male
2703,19,10.5,40,Male
2704,12,13,51,Female
2705,18.24,20,36,Male
2706,10,9,20,Male
2707,24,14,32,Male
2708,9.79,14,23,Female
2709,30.08,13.5,51,Female
2710,23.97,12,55,Male
2711,12,16,49,Male
2712,15.75,17,33,Male
2713,9,11,35,Male
2714,14.4,10,32,Male
2715,19,10,61,Male
2716,18.02,17.3,27,Female
2717,7.5,10.5,51,Female
2718,11.86,12.5,29,Male
2719,9.86,14.5,23,Male
2720,18.39,9,56,Male
2721,6.66,17,25,Female
2722,26.78,17,36,Female
2723,14.09,16.3,26,Female
2724,24.7,14.3,35,Male
2725,28.8,16,61,Male
2726,6.85,10,16,Male
2727,27.84,17,37,Female
2728,15.12,15,28,Female
2729,27.67,13.5,47,Female
2730,16.78,12.5,27,Male
2731,9.33,9,39,Male
2732,10,10,40,Male
2733,12.86,12,54,Female
2734,14,12,57,Female
2735,9.19,12,38,Female
2736,20.16,12.6,38,Female
2737,25.95,19,60,Female
2738,7.5,13,20,Male
2739,31.68,17,54,Male
2740,15,16,26,Female
2741,20.53,8,48,Female
2742,17.4,12,36,Male
2743,39.5,20,48,Male
2744,17.99,11,43,Female
2745,13.71,12,48,Female
2746,12.8,10.4,27,Female
2747,16.97,14,35,Female
2748,21.78,16,38,Female
2749,19.2,19.3,28,Female
2750,29.24,17,27,Male
2751,13.44,10,54,Male
2752,21.39,16,39,Male
2753,31.1,10,36,Male
2754,40.8,16.5,50,Male
2755,8.12,18.1,25,Female
2756,5.98,14.5,22,Female
2757,12.93,10,54,Female
2758,19.26,8,25,Male
2759,9.46,12,17,Female
2760,5.5,13,19,Female
2761,16.69,15,50,Male
2762,24.17,9,44,Male
2763,7,12,18,Male
2764,21.93,17,51,Male
2765,12.42,17.1,32,Male
2766,12,10,36,Female
2767,18.24,12.5,40,Male
2768,6.7,14,20,Female
2769,3.13,20,60,Male
2770,22.47,12,39,Male
2771,6,10,17,Male
2772,12,11,19,Male
2773,14.66,12.6,30,Male
2774,11.17,11,26,Male
2775,3.83,11.8,17,Male
2776,11,3,60,Female
2777,14,7.3,34,Male
2778,10.3,10,58,Male
2779,6.98,15.5,21,Female
2780,10.34,9.5,48,Female
2781,23.2,20,26,Male
2782,5.83,12,35,Female
2783,6.7,12,30,Female
2784,13.06,12,38,Male
2785,25,10,38,Male
2786,24.94,16,38,Female
2787,6.92,17,22,Female
2788,24.36,5,61,Female
2789,9.71,17.9,29,Female
2790,10,9.8,27,Male
2791,6.7,14.6,35,Male
2792,10.51,12.5,46,Female
2793,8,12.5,37,Female
2794,25.92,20,53,Male
2795,7.53,12,21,Male
2796,9,7,33,Female
2797,7.56,13.5,24,Female
2798,7,8,47,Male
2799,18.95,17,27,Male
2800,16.38,13,42,Female
2801,29.67,17.5,32,Male
2802,22.5,18,35,Male
2803,8.01,11,18,Female
2804,9.16,13,28,Female
2805,17.5,13,39,Male
2806,7,18.8,27,Male
2807,25.03,19,55,Male
2808,10.81,12,46,Male
2809,17.06,10.5,45,Female
2810,17.59,14,44,Female
2811,17.52,12,31,Male
2812,10.5,7,23,Male
2813,19.25,12,62,Female
2814,8.6,9,53,Female
2815,19.83,9,44,Male
2816,10,8,54,Male
2817,6.7,13.5,45,Female
2818,6.78,12,27,Male
2819,13,11,38,Male
2820,14.5,13.3,31,Female
2821,25,16,28,Male
2822,22,18,36,Female
2823,8.23,15,22,Male
2824,8.79,12.5,42,Female
2825,32.16,12,38,Male
2826,23.26,20,36,Female
2827,5.33,16,49,Female
2828,23.76,14,50,Male
2829,10.92,15,35,Female
2830,23.76,13,25,Male
2831,13.21,9,27,Male
2832,15.1,10.5,47,Male
2833,27.14,18,47,Male
2834,23.16,17.5,44,Male
2835,23.07,13,39,Male
2836,10.08,13,37,Female
2837,19.2,19.5,30,Male
2838,13.49,8,57,Female
2839,15.87,12,29,Female
2840,7.87,2,35,Female
2841,15.56,13,35,Male
2842,8,10.5,42,Female
2843,23.63,12,62,Male
2844,41.28,20,59,Male
2845,19.72,15.2,34,Female
2846,8.5,12.5,32,Female
2847,18.9,16,50,Female
2848,11,11,52,Female
2849,16.39,10,58,Male
2850,14.04,12,41,Female
2851,16,11.5,39,Male
2852,10.11,15.1,37,Female
2853,16.78,13,45,Male
2854,11.95,12.5,36,Female
2855,17.97,16,29,Female
2856,17.21,16,26,Female
2857,14.73,17.8,41,Female
2858,10.62,8,65,Male
2859,25.03,20,60,Male
2860,30.24,15,51,Male
2861,11.43,13.5,42,Female
2862,10,9,50,Female
2863,14,12,24,Male
2864,21.73,16,35,Male
2865,27.36,19,41,Male
2866,28.16,15,34,Female
2867,18,9,45,Male
2868,8,18,21,Male
2869,16,13,51,Male
2870,7.92,14.5,21,Female
2871,15.33,12,32,Female
2872,10,11,26,Male
2873,10.63,17,23,Female
2874,13.1,19,27,Male
2875,7.65,11,32,Female
2876,10.2,11,26,Male
2877,12.5,11.5,29,Male
2878,6.87,12.9,20,Male
2879,9.1,3,50,Female
2880,9.89,9,47,Male
2881,11,11,50,Male
2882,15.36,12.5,38,Female
2883,5.28,15,21,Female
2884,19.2,15,32,Male
2885,8.75,11,20,Male
2886,11.03,14.5,21,Female
2887,25.44,16,40,Male
2888,7.5,18.5,25,Male
2889,15.81,10,40,Female
2890,12.11,8,62,Male
2891,9.1,15.6,25,Female
2892,6.7,12,22,Female
2893,15,15,23,Male
2894,9.33,10,51,Female
2895,8.73,12,29,Male
2896,6.31,11,61,Female
2897,16.58,15.5,37,Male
2898,11,8,57,Male
2899,6.7,17,22,Male
2900,19.69,18,28,Female
2901,8,15,22,Female
2902,9.94,12.8,30,Female
2903,10,14,33,Female
2904,13.24,10.5,42,Female
2905,31.2,17,44,Female
2906,11.09,10,54,Male
2907,10.85,12,37,Female
2908,23.53,16.9,45,Female
2909,10.28,12,31,Female
2910,15.87,10,56,Female
2911,20.48,13,42,Male
2912,9.72,15,30,Female
2913,14,12.5,36,Female
2914,8,15.5,23,Female
2915,21.34,15,39,Female
2916,27.84,12,38,Male
2917,30.72,20,51,Male
2918,22.19,12,55,Male
2919,11,12,32,Male
2920,6.75,11,17,Female
2921,13,11.5,31,Male
2922,6.12,9,16,Female
2923,18,15,25,Male
2924,17.62,10,36,Female
2925,17.44,8,37,Female
2926,35.11,14,61,Female
2927,40.32,16,48,Male
2928,14.5,10,39,Male
2929,14.13,13,52,Female
2930,7.52,15,31,Female
2931,7.1,13.6,35,Female
2932,13.41,13,33,Female
2933,6.75,13,20,Female
2934,6.33,14,31,Female
2935,19.05,17,33,Female
2936,15.02,17.2,29,Female
2937,8.34,13,23,Male
2938,18.92,11,38,Male
2939,20.95,11,49,Male
2940,27.98,17.7,38,Female
2941,9.38,14.4,23,Male
2942,36.25,8,57,Female
2943,6.55,12,18,Female
2944,10.93,12.5,57,Female
2945,13,19,29,Male
2946,28.35,12,44,Male
2947,10.08,13.3,27,Female
2948,21.33,10,48,Male
2949,17,13.4,34,Female
2950,21.01,20,31,Female
2951,22.86,10,35,Male
2952,16.8,12,39,Male
2953,12.5,17,35,Female
2954,17.6,17,38,Male
2955,15.45,16,55,Female
2956,9.18,13,20,Female
2957,11.11,12.1,26,Male
2958,12,12,47,Male
2959,18.78,16,30,Male
2960,10.38,20,26,Female
2961,13,14,44,Female
2962,16.7,16.5,41,Male
2963,40.43,9.1,34,Male
2964,9.04,8,26,Female
2965,8.33,19,22,Female
2966,6.79,14.3,19,Female
2967,6.7,10.5,23,Male
2968,7.18,11.6,20,Male
2969,16,12.5,38,Female
2970,24.7,14,58,Male
2971,10.4,10,45,Female
2972,18,10,47,Female
2973,33.28,15.3,39,Female
2974,6.7,11,17,Female
2975,25.53,8.5,58,Male
2976,23.52,17.8,29,Male
2977,21.6,12,57,Male
2978,17.76,14,44,Female
2979,7.75,14.9,27,Male
2980,17.76,13,56,Male
2981,13.09,16.1,34,Male
2982,20.16,1,51,Male
2983,10,17.1,38,Male
2984,6.7,16.5,38,Female
2985,16,14,39,Female
2986,14.4,15,47,Female
2987,26.77,16.5,30,Female
2988,20.95,9,57,Female
2989,6.5,11.5,57,Female
2990,22.47,14,30,Male
2991,17.72,13.5,35,Female
2992,11,12,19,Male
2993,8,14,33,Male
2994,29.76,15.5,41,Male
2995,18.93,12,42,Female
2996,10.08,4,41,Female
2997,18.33,8,45,Male
2998,15.48,16,37,Male
2999,28.8,16.8,41,Female
3000,14.26,12,57,Female
3001,9.37,11,62,Male
3002,15.77,12,27,Male
3003,12,10,47,Female
3004,22.08,13,53,Male
3005,5,10,16,Female
3006,16.61,16.3,43,Male
3007,25.02,10.5,40,Male
3008,20.06,12,43,Male
3009,15.45,10.5,47,Male
3010,8.3,11,47,Female
3011,18.37,14.2,35,Male
3012,6.7,11,27,Female
3013,13.53,16,20,Female
3014,6.85,8,62,Female
3015,10.25,9,60,Female
3016,10,12,18,Male
3017,12,14,48,Female
3018,9.55,15,30,Female
3019,6.25,14,20,Female
3020,6.7,13,18,Female
3021,24.77,16,53,Male
3022,28.8,16.5,54,Female
3023,14.98,12,40,Male
3024,14,14,31,Female
3025,11.77,14.5,55,Female
3026,12.48,12,40,Male
3027,15,17,25,Male
3028,19,18,31,Male
3029,7.5,15.5,46,Female
3030,18.74,5,57,Male
3031,27,14,34,Male
3032,13.13,11,48,Male
3033,12,12,22,Male
3034,17.9,9,64,Male
3035,11.5,5,60,Male
3036,13.65,12,32,Female
3037,14.4,11,52,Male
3038,8.06,9.5,23,Female
3039,10.25,12,35,Female
3040,8.32,12.5,21,Male
3041,6.41,15.5,39,Female
3042,10,12,42,Male
3043,17.42,12,41,Female
3044,32.91,18,47,Male
3045,6.7,13.6,20,Female
3046,24.4,10,48,Male
3047,17.76,15,42,Male
3048,10.44,16.5,21,Female
3049,15.42,15.8,32,Female
3050,11.82,16,34,Female
3051,18.43,12,32,Male
3052,13,14,23,Male
3053,20.5,18.3,34,Female
3054,9,1,21,Male
3055,6.72,12,59,Female
3056,9.52,16,43,Male
3057,3,12,17,Male
3058,15.49,9,33,Male
3059,7,13.5,32,Female
3060,13.6,12.5,32,Male
3061,8.71,11,34,Female
3062,12.48,15.5,26,Female
3063,9.86,9.5,57,Female
3064,11.52,12.3,29,Female
3065,11.67,14.5,27,Female
3066,15.97,11,24,Female
3067,22.02,15.5,42,Female
3068,12.46,13,37,Female
3069,13.95,12,49,Female
3070,18.92,13,36,Male
3071,14.21,18,38,Female
3072,24,16,40,Male
3073,13.7,18,27,Female
3074,35.7,20,58,Male
3075,7.27,12.5,19,Female
3076,14.59,13.5,51,Female
3077,17,11,54,Male
3078,8.31,12,32,Female
3079,18.41,15,33,Male
3080,6.52,17,27,Female
3081,12.65,10,57,Male
3082,11.04,17,27,Male
3083,9.33,12.2,25,Female
3084,18.29,14.1,28,Male
3085,6.7,0,22,Female
3086,10.38,12.8,56,Female
3087,7.84,14.5,22,Male
3088,6.65,10,16,Female
3089,47.52,20,58,Male
3090,12.54,7,31,Male
3091,8.26,12.5,28,Female
3092,8.36,10,32,Male
3093,23.04,16,42,Female
3094,11,16,28,Male
3095,12.9,14,42,Female
3096,12.48,15,29,Male
3097,9.79,15,22,Male
3098,19,14.1,53,Female
3099,10,12,33,Female
3100,27.45,17,40,Female
3101,20.84,17.1,34,Male
3102,8.57,13.5,20,Male
3103,27.5,8,62,Male
3104,13.23,8,47,Female
3105,26.48,13,33,Female
3106,20.99,15,48,Male
3107,7.3,8,29,Female
3108,14.13,12,36,Male
3109,9.44,11.2,47,Male
3110,9.5,11.5,38,Female
3111,10.56,13.5,34,Male
3112,22.03,16,41,Male
3113,13,14,40,Male
3114,17,15.6,37,Male
3115,15,12,54,Male
3116,18.33,18,30,Male
3117,4.25,12,17,Male
3118,18.16,14.5,38,Male
3119,7.24,12.5,23,Female
3120,12.07,15.3,42,Female
3121,26.02,15,44,Female
3122,11.06,11,54,Female
3123,16,12,34,Male
3124,16.64,14,35,Female
3125,21.84,12,20,Female
3126,15.67,7,62,Male
3127,7.66,17,23,Female
3128,19.84,13.1,44,Male
3129,14.98,12,30,Male
3130,8.65,11,17,Female
3131,7,12,31,Female
3132,25.6,15,46,Male
3133,21.94,15,46,Male
3134,18.11,15,41,Male
3135,6.25,12,29,Female
3136,13.31,13,36,Female
3137,19.2,14.5,44,Female
3138,16.83,20,46,Male
3139,7,11,16,Male
3140,13.75,16.3,43,Male
3141,21.8,10,50,Male
3142,23.04,18,46,Male
3143,14.97,15,23,Male
3144,16.73,16,33,Male
3145,10,10.5,30,Female
3146,30.49,15,46,Male
3147,7,10,17,Female
3148,15.65,16,41,Female
3149,10.14,13.5,33,Male
3150,10.51,13.3,42,Female
3151,27.39,17,48,Male
3152,21.12,17,44,Male
3153,22.34,16,24,Female
3154,10.97,14,39,Female
3155,20.16,12.5,27,Female
3156,39.84,18,58,Female
3157,12.67,12,45,Female
3158,5,11.5,58,Female
3159,11,11,45,Female
3160,24,17,49,Male
3161,22.4,16.5,31,Male
3162,18,14,25,Male
3163,14.35,6,46,Male
3164,4.65,14,21,Male
3165,14,14,28,Male
3166,18.27,12.5,40,Male
3167,16.8,13,49,Male
3168,7.25,9,34,Female
3169,15.84,13,55,Female
3170,19.91,12.5,48,Female
3171,10.97,13,27,Female
3172,10,8,50,Male
3173,6.35,14.5,19,Female
3174,6.58,12,19,Female
3175,22.25,10.5,55,Male
3176,21,8,56,Male
3177,14.4,11.5,54,Female
3178,26.4,11,40,Male
3179,24,17.1,36,Male
3180,19.2,10,49,Male
3181,12.5,11,59,Female
3182,31.43,17.5,36,Male
3183,6.74,13,19,Male
3184,8.32,14,32,Female
3185,8.86,12,29,Male
3186,7.7,14.6,21,Male
3187,24.44,13.5,43,Male
3188,19.5,14,45,Male
3189,9.61,17,31,Male
3190,6.53,19,67,Male
3191,12.03,14.5,33,Female
3192,30.27,17,41,Male
3193,15,11,52,Male
3194,7.49,15,21,Female
3195,9,12,42,Male
3196,6.7,12,18,Female
3197,12,8,43,Male
3198,9.16,6,42,Male
3199,7.16,11,29,Female
3200,17.08,12,30,Male
3201,7.4,14,22,Male
3202,16.79,10.5,33,Female
3203,9.02,15.5,21,Female
3204,17.18,11,34,Male
3205,47.26,17.3,42,Male
3206,13.97,11,47,Male
3207,7.42,11,19,Female
3208,12.5,10,49,Female
3209,14.37,14,27,Female
3210,10.51,13,27,Female
3211,34.23,18,26,Male
3212,16.25,14,57,Female
3213,14.63,13,59,Female
3214,12.51,14.5,35,Female
3215,7.13,12,46,Female
3216,17.88,12,37,Female
3217,6.7,13.8,20,Female
3218,13.95,10,35,Female
3219,18.65,13,55,Female
3220,14.94,11,45,Female
3221,7.08,12,49,Female
3222,16.96,12.1,39,Female
