Number,Wages,Education,Age,Gender
3223,12.73,9,57,Female
3224,8.5,8,64,Male
3225,16.51,4.5,52,Male
3226,7,9,39,Female
3227,22.45,13,28,Male
3228,13,12.6,35,Female
3229,23.04,13,31,Male
3230,7,10,16,Male
3231,20,11,56,Male
3232,29.62,17,42,Female
3233,16.3,16.4,29,Female
3234,16.59,16,44,Male
3235,10,12,33,Male
3236,21.06,13,60,Female
3237,10.25,12,63,Female
3238,9.38,10.5,34,Male
3239,26.27,18,34,Male
3240,12.37,13.3,25,Female
3241,22.38,11.5,46,Male
3242,7.88,13,20,Female
3243,15.73,15.6,39,Female
3244,7.08,13,19,Male
3245,28.32,17,46,Female
3246,30.72,20,36,Male
3247,22.17,16.8,24,Female
3248,6.9,14,20,Male
3249,12.75,10.5,41,Female
3250,12.21,11,30,Male
3251,7.65,12,53,Female
3252,8.32,18,25,Female
3253,7.12,16.5,23,Male
3254,12.5,15,45,Female
3255,18.92,19,52,Male
3256,10,18.3,23,Male
3257,7,13,18,Male
3258,11.5,11.3,21,Male
3259,17.92,13.1,39,Female
3260,15.36,12,37,Female
3261,6.7,13.1,42,Female
3262,14.21,12,32,Male
3263,14.61,10,51,Male
3264,15,3,59,Male
3265,8.57,13.8,31,Female
3266,13.75,11,30,Male
3267,13.92,12,59,Female
3268,6.7,13.9,59,Male
3269,20.91,12.5,41,Female
3270,32.16,12,43,Male
3271,11,14,30,Female
3272,13.71,13.3,45,Female
3273,17.89,14,25,Female
3274,10.97,16,26,Male
3275,16.47,12,34,Female
3276,15.1,14.1,27,Female
3277,3.18,20,35,Male
3278,8.21,14,32,Female
3279,14.4,16,41,Female
3280,9.91,15,39,Female
3281,10.81,12,62,Female
3282,13,12,39,Female
3283,8.7,12,26,Female
3284,29.01,14,41,Male
3285,16.96,12,26,Female
3286,7.15,11.9,18,Female
3287,15.76,16,63,Female
3288,10.26,9,32,Female
3289,7,12,18,Female
3290,25.74,13,34,Male
3291,26.72,18,46,Female
3292,8.64,16,39,Female
3293,10.59,8,22,Male
3294,8.32,11,30,Female
3295,11.52,13,67,Male
3296,45.12,8,53,Male
3297,9.7,15,29,Male
3298,25.48,13,56,Female
3299,33.6,16,40,Male
3300,17.28,15,30,Female
3301,23.04,20,44,Female
3302,6.7,12,43,Female
3303,6.35,12.8,22,Male
3304,31.2,18,48,Male
3305,30.7,14,44,Male
3306,12.57,20,47,Female
3307,11.65,8,63,Male
3308,8.23,15,21,Female
3309,18.21,19,30,Female
3310,17.9,9,38,Male
3311,23.48,16,44,Female
3312,8.65,13,19,Male
3313,6.25,11,17,Female
3314,32.34,16,51,Female
3315,22.57,15,57,Male
3316,19,14.5,39,Male
3317,18,15,24,Female
3318,6.35,12,17,Male
3319,13.44,12,51,Female
3320,15.89,14,42,Male
3321,15.8,6,30,Male
3322,17.76,18.1,28,Female
3323,11,15,31,Male
3324,16.4,13.5,59,Female
3325,23.04,12.5,24,Female
3326,6.71,12,29,Female
3327,18.25,15.5,37,Male
3328,14.96,12,46,Male
3329,10.5,9,62,Male
3330,13.48,17.5,38,Female
3331,28.32,14.1,44,Male
3332,8.04,16,22,Female
3333,6.87,13,19,Female
3334,6.76,12.1,20,Male
3335,38.4,17,49,Male
3336,22,11,27,Male
3337,18.42,19,27,Female
3338,6.8,12,38,Female
3339,23,12,36,Male
3340,8,10.5,47,Female
3341,19,13,28,Male
3342,13.57,11,43,Male
3343,18.41,13.3,47,Female
3344,15,14,28,Female
3345,24,10,46,Male
3346,12.5,11.5,42,Male
3347,19,14.2,53,Male
3348,10.5,12.5,19,Female
3349,21.6,15,36,Male
3350,11.04,13,44,Female
3351,10.4,12,31,Male
3352,17.77,15,31,Female
3353,28,14,44,Male
3354,6.85,10,16,Female
3355,6.65,14,20,Female
3356,25.95,16,51,Female
3357,21.12,14,46,Male
3358,14.72,12.5,25,Male
3359,7.62,12.5,38,Male
3360,14.34,14,32,Female
3361,12.5,8,31,Female
3362,10,14,19,Male
3363,8.5,6.4,65,Female
3364,24.84,9,32,Male
3365,26.33,16,31,Female
3366,15.36,12,30,Male
3367,16.32,13,54,Female
3368,11.5,16.7,29,Male
3369,14.8,11.5,33,Female
3370,26.88,10,36,Male
3371,13.25,11,46,Male
3372,16.4,15,30,Male
3373,6.75,12.2,21,Male
3374,19.64,17.3,43,Male
3375,7.75,17.3,35,Female
3376,6.34,3,16,Female
3377,15.77,12.5,32,Male
3378,15.71,15,49,Female
3379,19,10,48,Male
3380,11.07,15.3,24,Female
3381,18.33,13,32,Male
3382,6.25,17,45,Female
3383,6.5,9,16,Male
3384,14.4,10,59,Male
3385,19.5,16,45,Female
3386,45.22,12.5,67,Female
3387,17.84,14.2,33,Male
3388,17.76,12,44,Male
3389,15,17,26,Male
3390,7.1,12,40,Female
3391,21,14,54,Male
3392,25.6,17,34,Female
3393,8,10,32,Male
3394,9,8,66,Male
3395,20,13,48,Male
3396,39.21,12,37,Male
3397,8,14,40,Female
3398,22.02,14,31,Male
3399,16.25,14,34,Male
3400,6.74,12.1,18,Female
3401,13.9,17,28,Male
3402,19.65,12.5,33,Female
3403,12.8,14,58,Female
3404,26.24,12,34,Male
3405,28.79,14,35,Female
3406,15.53,12.5,38,Female
3407,13.64,12.1,41,Male
3408,6.5,12,17,Male
3409,26,11,61,Male
3410,13.18,18.5,27,Male
3411,16,14,51,Female
3412,33.36,13,45,Male
3413,10.93,13,35,Female
3414,26.37,9,58,Male
3415,11.43,10,26,Female
3416,18.92,10,57,Male
3417,7.66,15.3,24,Female
3418,23.05,10,51,Male
3419,7.5,12.1,32,Female
3420,13,15,26,Female
3421,27,20,40,Female
3422,29.87,20,60,Male
3423,10.71,15,35,Female
3424,6.7,16,59,Female
3425,6.85,15.5,20,Female
3426,25.79,11,31,Male
3427,5.87,11,34,Male
3428,6.9,15.5,21,Male
3429,5,10,16,Male
3430,7.23,11,35,Female
3431,21.95,18,26,Male
3432,16.57,12.5,36,Male
3433,13,20,26,Female
3434,16.15,17.3,34,Female
3435,6.7,10,22,Female
3436,16,9,38,Male
3437,15,13,54,Male
3438,14.03,14.8,32,Female
3439,6.75,12,18,Female
3440,26.76,13,38,Male
3441,8.9,12,20,Female
3442,26.88,12.5,34,Male
3443,5.7,15.6,20,Female
3444,46.42,18,59,Male
3445,7.58,12,47,Female
3446,13.99,12.5,37,Female
3447,14.85,12.5,48,Female
3448,7,14.3,23,Male
3449,3.84,13,37,Female
3450,17.16,13.6,42,Female
3451,20.5,17,56,Female
3452,6.75,12,17,Male
3453,9.2,13.8,26,Female
3454,17.25,7,44,Male
3455,6.96,12.5,21,Female
3456,23.32,17.4,39,Male
3457,11.52,4.8,23,Female
3458,24.69,12,35,Female
3459,6.7,13,19,Male
3460,18.5,15,24,Female
3461,9.61,15.5,22,Male
3462,16.32,9,56,Male
3463,13.92,12,54,Female
3464,7,20,41,Male
3465,6.8,13.8,21,Female
3466,16.69,12,32,Male
3467,9.25,10,47,Female
3468,39.84,19,55,Male
3469,42.45,13.6,20,Female
3470,29.76,12,37,Male
3471,16.9,14,42,Female
3472,8,13,39,Female
3473,8.32,19,50,Female
3474,13.42,15,37,Male
3475,9.22,12,20,Female
3476,12.8,12,34,Female
3477,7.75,12,37,Female
3478,25.92,13,33,Male
3479,20.76,16.5,37,Male
3480,12.09,19.1,30,Female
3481,10.6,12,69,Male
3482,18.24,10,34,Female
3483,11.26,12.5,40,Female
3484,11.89,17.2,27,Female
3485,7.5,12,20,Male
3486,7.24,11,21,Female
3487,9.83,17.8,24,Female
3488,12.69,10,34,Female
3489,11.64,20,54,Male
3490,16.28,14.5,29,Female
3491,7,11,17,Male
3492,8.5,10,41,Female
3493,12.45,14,34,Female
3494,16.54,19,25,Male
3495,13.73,12.5,23,Male
3496,7.54,12,59,Female
3497,11,13,37,Female
3498,15.16,15,32,Female
3499,13.13,13,32,Female
3500,20.3,18,26,Male
3501,10.7,11,45,Female
3502,19.47,11,49,Male
3503,35.66,19,44,Male
3504,14.13,8,54,Male
3505,19.05,12.6,48,Female
3506,23.97,13,57,Male
3507,26.78,15,42,Male
3508,24,14,33,Male
3509,7.5,13.5,59,Female
3510,14.28,13,46,Female
3511,16.5,13,51,Male
3512,10,13,40,Male
3513,7,12,18,Female
3514,22.07,19.5,31,Female
3515,28,10.5,48,Male
3516,6.5,12.5,22,Female
3517,27.5,12,36,Female
3518,18.76,18,31,Female
3519,7.83,13.5,20,Male
3520,10.03,12.5,41,Female
3521,23.97,14,45,Female
3522,22.08,20,38,Male
3523,24,17.4,32,Female
3524,14.21,14,40,Female
3525,7.45,12,21,Male
3526,34.91,17,36,Male
3527,48,18,30,Male
3528,6.7,16,21,Female
3529,23.84,13,53,Male
3530,19.2,12.5,34,Male
3531,14.4,8,39,Male
3532,6.97,12.3,30,Male
3533,7.75,9,51,Female
3534,35.12,12,51,Male
3535,6.78,12,18,Female
3536,20.19,16.5,25,Female
3537,20.3,17,34,Female
3538,6.72,10.4,22,Male
3539,6.7,13.5,23,Female
3540,23.45,17.3,27,Male
3541,34.56,18,44,Male
3542,23.56,13,35,Female
3543,18.46,16,63,Male
3544,14.03,14,53,Male
3545,27.97,17,51,Female
3546,23.2,20,35,Female
3547,16.8,16,36,Female
3548,6.7,12,18,Female
3549,6.25,12,18,Female
3550,6.75,15,21,Female
3551,6.75,12,18,Male
3552,8.33,11,16,Female
3553,18.32,17.4,44,Female
3554,8.7,12.3,24,Male
3555,20,12,48,Male
3556,14.5,13,37,Male
3557,12.07,12,29,Female
3558,19.1,16,30,Male
3559,10.83,12.5,29,Female
3560,10,17,34,Female
3561,14.41,12.9,45,Female
3562,10,12,21,Male
3563,21.5,7,53,Male
3564,28.8,10,43,Male
3565,13.99,18.4,31,Male
3566,29.27,11.5,38,Female
3567,26.88,20,56,Male
3568,14,14.9,29,Female
3569,6.35,13,19,Female
3570,17.92,17.5,32,Female
3571,14.64,9.5,48,Female
3572,12.27,11,26,Female
3573,7.75,12,22,Female
3574,11.6,12,40,Male
3575,11.18,14.2,52,Female
3576,12.88,12,48,Female
3577,13.95,14.3,24,Female
3578,21.28,12.5,32,Male
3579,7.03,10,43,Female
3580,18.32,13.9,41,Female
3581,19.8,17,41,Male
3582,10.53,19,25,Female
3583,7.99,16,24,Female
3584,14,15,51,Female
3585,8.01,14,20,Female
3586,16.16,10,39,Male
3587,14,12.1,38,Male
3588,12.17,13,25,Male
3589,21.13,15,39,Female
3590,22.08,12.5,52,Male
3591,8.26,13.5,25,Female
3592,10.55,12,33,Female
3593,15,10,44,Male
3594,8.3,15,24,Male
3595,10.11,12.5,37,Female
3596,24.48,18,34,Male
3597,7.62,13.5,21,Female
3598,26.4,17.9,48,Female
3599,7.51,15.3,30,Female
3600,17.76,14,35,Female
3601,29.57,18,48,Male
3602,22.11,17,31,Female
3603,17.94,10,37,Male
3604,7.25,15,50,Male
3605,7.55,10,48,Female
3606,29.28,18,50,Female
3607,13.52,12,31,Male
3608,26.97,11,35,Male
3609,13.92,16,23,Male
3610,27.43,14.5,59,Female
3611,16,12,44,Female
3612,9.62,18.5,38,Male
3613,13,13,49,Male
3614,13.2,13,27,Male
3615,31.2,18,37,Male
3616,16.46,12.5,28,Female
3617,7.74,12,20,Male
3618,21.6,12,39,Male
3619,6.7,10.3,55,Female
3620,12.82,12.5,35,Female
3621,7.36,14,36,Female
3622,6.65,12,51,Female
3623,16,17,53,Female
3624,18.94,9,53,Male
3625,31.23,17,35,Female
3626,16.78,13,56,Male
3627,14.25,11.5,31,Male
3628,18.92,17,49,Male
3629,7.23,15.5,25,Female
3630,12,12,49,Female
3631,24,16,36,Female
3632,26.4,14,47,Female
3633,11.43,9,36,Male
3634,34.56,19,38,Female
3635,9.06,13.8,21,Male
3636,16.93,17,38,Female
3637,11.25,12,32,Male
3638,42,17,65,Male
3639,8.06,13,18,Female
3640,17,15,53,Male
3641,30.66,7,57,Female
3642,8.79,8,31,Female
3643,6.53,12.5,68,Female
3644,34.8,16,42,Male
3645,7.85,9,47,Female
3646,19.68,11.5,32,Female
3647,17,16.5,29,Female
3648,15.59,12.5,39,Female
3649,20.48,5,52,Male
3650,6.76,12.5,40,Female
3651,6.83,12,18,Female
3652,16.42,15,34,Male
3653,26.4,15,48,Female
3654,27.12,15,25,Female
3655,27.74,12,55,Female
3656,14.83,12.5,40,Female
3657,18.58,16,34,Male
3658,13.8,9,50,Male
3659,12.82,1.5,53,Male
3660,7.72,13,18,Female
3661,24.37,19.7,32,Female
3662,19,13,36,Female
3663,10.58,9,58,Female
3664,10,13,37,Male
3665,7.51,8.3,46,Female
3666,16.82,12.5,28,Male
3667,9.42,1,46,Female
3668,6.08,12.1,29,Female
3669,7,11,18,Male
3670,8.65,13,20,Male
3671,16.18,12,53,Female
3672,12.5,12.5,31,Female
3673,24.69,12,47,Male
3674,19.2,12,38,Female
3675,22.9,11,28,Male
3676,14.35,12,37,Male
3677,43.2,20,51,Male
3678,23.75,14,47,Male
3679,17.57,14,51,Male
3680,7.93,13,19,Female
3681,19.75,14,48,Female
3682,8.36,6,56,Male
3683,18,16,32,Female
3684,20,15,25,Female
3685,7.15,15.5,24,Female
3686,30.88,12,62,Male
3687,19.11,13.6,38,Male
3688,17.21,18,27,Female
3689,10.2,13,29,Female
3690,32.64,16,39,Male
3691,23.04,14,43,Male
3692,19.25,10,58,Female
3693,13.75,15.2,34,Male
3694,7,12.6,23,Female
3695,23.3,10,59,Male
3696,18,8,46,Male
3697,17.3,12.5,39,Male
3698,18.57,15.1,45,Male
3699,13.18,11,41,Female
3700,6.7,10,16,Female
3701,45.5,8,55,Male
3702,18.33,20,37,Male
3703,20.16,13,41,Male
3704,14.26,12,31,Female
3705,6.31,11.7,28,Male
3706,5.8,8,27,Female
3707,13.44,13,35,Male
3708,14.29,15,41,Male
3709,7,14,20,Female
3710,6.5,15.5,30,Female
3711,36.94,10,40,Male
3712,24,10.5,51,Female
3713,14.85,12.5,40,Female
3714,13.73,12,31,Male
3715,17.23,12.6,40,Male
3716,29.15,17,32,Male
3717,13.5,19,43,Female
3718,17.5,14,45,Male
3719,6.75,11,17,Female
3720,19.68,12.1,39,Male
3721,16,9,27,Male
3722,14,17.4,34,Female
3723,23.98,12.5,52,Male
3724,19.37,10,51,Male
3725,10.85,13.5,38,Female
3726,6.5,12,18,Male
3727,27,17,32,Female
3728,7.18,11,16,Male
3729,17.9,14.8,42,Male
3730,25.44,12,39,Male
3731,8,9,33,Male
3732,19.2,12,30,Male
3733,17.22,11.5,58,Male
3734,6.4,14,19,Female
3735,14.3,9,52,Male
3736,8.22,9,24,Male
3737,18.24,10,28,Male
3738,6.7,14.9,29,Female
3739,17.76,6,56,Male
3740,22.93,16,43,Male
3741,23.59,19,45,Female
3742,14.08,13,44,Female
3743,10.22,12,29,Male
3744,24,12,53,Male
3745,18.24,13.5,46,Male
3746,7,10,28,Male
3747,12,14,30,Male
3748,21.12,12,36,Female
3749,37.44,10,50,Male
3750,14.88,8,44,Male
3751,20.4,13,31,Male
3752,15.36,18.3,44,Female
3753,9.75,13,28,Male
3754,6.6,16.5,22,Female
3755,6.7,12.1,19,Female
3756,24.43,17,45,Male
3757,16.94,12.5,41,Female
3758,29.16,14,52,Male
3759,13.59,13,48,Female
3760,17.86,13,35,Male
3761,24.65,13,52,Female
3762,11.01,12,27,Female
3763,23.84,12.5,36,Female
3764,12.16,12.5,32,Female
3765,10.08,16.5,48,Female
3766,14.71,10,47,Female
3767,10.95,15,46,Female
3768,7.5,12,31,Male
3769,10.24,14.6,29,Female
3770,18.24,16,55,Female
3771,7,12,28,Female
3772,6.8,16.8,29,Female
3773,6.4,13.8,24,Male
3774,23,17,27,Male
3775,6.48,12,20,Female
3776,7.2,11,48,Female
3777,15.88,15.5,24,Female
3778,15.53,12.7,24,Female
3779,8.6,16.7,60,Female
3780,6.7,12.2,17,Male
3781,25,13,62,Female
3782,15.06,13,44,Female
3783,14.37,12.5,29,Female
3784,7.6,13,24,Male
3785,4.94,13.5,59,Male
3786,14,11,40,Male
3787,19.2,18.1,28,Male
3788,21.03,11,41,Male
3789,22.56,20,50,Female
3790,21.49,12,44,Male
3791,21.72,16.5,29,Female
3792,10.2,18,35,Male
3793,21.45,12,32,Male
3794,18.68,15,27,Male
3795,11.64,18.2,44,Female
3796,15.36,10,39,Female
3797,12.15,14,35,Male
3798,5,15.2,35,Female
3799,22,17,37,Female
3800,10.5,8.5,63,Male
3801,13.73,10,55,Male
3802,8.5,13.5,28,Female
3803,28.86,10,62,Male
3804,10.41,17,23,Male
3805,19.08,14,34,Female
3806,9.74,16.3,24,Female
3807,6.7,10,61,Female
3808,19,15.1,48,Female
3809,31.19,15,44,Male
3810,14.81,13.6,23,Male
3811,8.81,14,40,Male
3812,18.24,15,31,Female
3813,20.83,11,40,Male
3814,20.16,12,39,Male
3815,14,10,27,Male
3816,18.94,13,36,Female
3817,6.45,10,16,Male
3818,11.67,12,27,Female
3819,10.83,18,29,Male
3820,21.25,8,65,Male
3821,8.92,12,42,Male
3822,11.06,12.5,32,Female
3823,14.4,12,60,Male
3824,17.28,18,33,Male
3825,12.85,14.1,27,Female
3826,29.84,14,28,Male
3827,19.2,12,37,Female
3828,8.4,13.5,43,Female
3829,14.03,20,59,Male
3830,23.04,20,36,Female
3831,15.36,14.4,28,Male
3832,12.72,16,24,Female
3833,32.64,9,53,Male
3834,31.15,14.5,44,Female
3835,15.57,13.5,30,Male
3836,17.85,12.5,54,Female
3837,14.25,12,36,Male
3838,15,13.5,38,Male
3839,15.31,15,32,Female
3840,12,12.5,49,Female
3841,13.96,13.5,40,Male
3842,15,4,53,Male
3843,30.59,14.5,32,Male
3844,18.33,14,29,Female
3845,11.25,12,60,Male
3846,7,12,18,Female
3847,3.26,11.5,37,Male
3848,15,10,42,Male
3849,19,14,33,Male
3850,29.76,9,51,Male
3851,6.74,11.6,18,Female
3852,8,12,22,Female
3853,12.67,12,33,Male
3854,13.77,13.5,27,Female
3855,14.46,13.5,39,Male
3856,12,13,33,Male
3857,29.44,16,50,Male
3858,23.79,17.6,32,Female
3859,9,10,54,Female
3860,24,15,46,Male
3861,8.57,12.8,31,Female
3862,7.25,12,53,Female
3863,6.25,9,44,Female
3864,12,8,42,Male
3865,28.83,14,37,Female
3866,19.02,12,38,Male
3867,14,12,29,Female
3868,17,12.3,40,Female
3869,8.7,16.3,22,Male
3870,18.22,6,28,Male
3871,16.84,15,47,Female
3872,6.95,14.5,20,Male
3873,9.73,14,49,Female
3874,18.25,12.5,41,Female
3875,23.14,13,43,Male
3876,12.4,16.5,24,Female
3877,7.47,10,32,Female
3878,3.84,13,32,Male
3879,8.5,12,36,Female
3880,7.62,15,24,Male
3881,11.65,13.3,22,Male
3882,18.65,17,42,Male
3883,38.4,19,37,Male
3884,22,16,28,Female
3885,17,10.5,42,Female
3886,25.79,19,41,Female
3887,16,9,42,Female
3888,16.3,16,30,Male
3889,15.36,14,43,Male
3890,15,15,32,Female
3891,23,6,57,Male
3892,14.29,18,34,Male
3893,21.75,13,34,Female
3894,9,8,27,Male
3895,17,12.5,37,Male
3896,11.94,11.6,20,Female
3897,11.4,8,37,Female
3898,22.56,12.5,31,Male
3899,28.67,19,35,Male
3900,16.66,11,53,Female
3901,6.7,14.5,20,Female
3902,19.28,10,49,Male
3903,10.44,10,69,Female
3904,12.07,13,43,Female
3905,25.6,16,52,Female
3906,27.14,18,30,Female
3907,22.22,15,47,Female
3908,29.76,12,51,Male
3909,30.38,12,41,Male
3910,12,12,61,Female
3911,27.36,17,42,Male
3912,4.58,12.5,37,Male
3913,33.6,11,53,Male
3914,13,10,33,Male
3915,12.61,12,25,Male
3916,12.55,10,43,Male
3917,13.28,12,33,Female
3918,21.98,20,34,Female
3919,19.83,13.5,49,Female
3920,6,17,32,Female
3921,12,14,25,Female
3922,14.74,13.5,34,Female
3923,14.8,13,37,Female
3924,17.8,12,30,Male
3925,7.53,12.5,31,Female
3926,14.8,11,36,Male
3927,44.25,14,20,Female
3928,24.92,19.4,54,Female
3929,9,11,20,Female
3930,5.8,12.5,40,Female
3931,18.63,11,36,Male
3932,21.76,18,55,Male
3933,10,15.3,21,Female
3934,18.92,11,54,Male
3935,12,12,48,Female
3936,16.93,15.3,27,Female
3937,12,13.5,24,Female
3938,18.92,15,32,Male
3939,6.77,14,19,Female
3940,5.48,10.8,16,Male
3941,19.2,18.5,27,Male
3942,6.71,14.5,20,Female
3943,6.7,12,19,Male
3944,27.43,13,57,Male
3945,37.89,17,46,Male
3946,11.68,12,30,Female
3947,31.77,17.8,35,Male
3948,6.93,13.5,21,Female
3949,8.5,4,49,Female
3950,10.6,12,44,Female
3951,28.8,12.5,59,Male
3952,13.07,15,52,Male
3953,16.9,12,47,Female
3954,26.4,15,40,Female
3955,10.85,19,25,Female
3956,17.44,12,32,Male
3957,8.5,13,20,Female
3958,12.5,11.5,35,Male
3959,12.24,8,65,Male
3960,13.66,15,31,Female
3961,23.57,12,58,Male
3962,16.8,18,44,Male
3963,19.97,9,53,Male
3964,32.47,17,47,Male
3965,8.58,12,21,Male
3966,15.72,14,33,Female
3967,7.5,18.6,26,Male
3968,12.38,12.5,32,Female
3969,18.46,8.5,57,Male
3970,25,16,40,Female
3971,32.64,12,33,Male
3972,7.1,9.6,19,Male
3973,8.4,12,24,Female
3974,10.4,12,19,Male
3975,11.52,10.5,47,Male
3976,6.76,14,20,Female
3977,29.5,11,17,Female
3978,18.35,13.7,41,Female
3979,6,15,20,Male
3980,18,13,34,Female
3981,19,12,34,Male
3982,34.31,18,48,Male
3983,8.63,13,25,Female
3984,7,12,18,Male
3985,15.36,15,35,Female
3986,6.85,9,35,Female
3987,6.14,10.5,19,Female
3988,16.3,15,42,Male
3989,26.88,12,42,Male
3990,6.57,13.5,28,Female
3991,20.6,20,30,Female
3992,10.5,12,44,Male
3993,6.9,12,42,Female
3994,26.75,12,56,Male
3995,41.28,14,36,Male
3996,3.35,7.5,37,Male
3997,10,12,37,Female
3998,13.08,13,52,Female
3999,7.5,12,18,Female
4000,12,13,38,Female
4001,27.59,19,33,Male
4002,5.75,14,21,Female
4003,10,12,26,Male
4004,23.57,12.1,44,Male
4005,19.2,12,67,Male
4006,14.07,9,32,Male
4007,5.6,12,37,Female
4008,16.66,8,61,Female
4009,6.8,13.1,20,Male
4010,22.98,14,39,Male
4011,30.49,16,52,Male
4012,22,15,41,Male
4013,11.85,11,47,Female
4014,23,14,30,Male
